en_name,zh_name,ja_name
,最牛的游戏,
Barrow Hill：Curse of the Ancient Circle,怪石岭,
XIII Century: Death or Glory,十三世纪：死亡与荣耀,
Sengoku,战国时代,
Takeda3,武田信玄3,
TOEIC Test Jissen Tokkun,TOEIC TEST实战特训,
WoJiuShiYaoHong,我就是要红,
Mario Golf：Super Rush,马力欧高尔夫 超级冲冲冲,
Dollhouse,玩具屋,
Street Fighter x Tekken,街头霸王X铁拳,
Rock of Ages,世纪之石,
Pro Cycling Manager,职业自行车队经理,
The Secret Order 4: Beyond Time,秘密组织4：超越时间,
IL-2 Sturmovik: Battle of Stalingrad,伊尔2：斯大林格勒战役,
,押忍！奋斗！应援团,押忍!闘え!応援団
Traitors Gate 2：Cypher,叛逆之门2：密码,
Alan's Automaton Workshop,艾伦的自动机工坊,
Close to the Sun,靠近太阳,
Half-Life 2：Episode One,半条命2：第一章,
The Moon 2050,月球2050,
Fighting Frontier,場次保衛戰,
Langrisser I & II,梦幻模拟战 1&2,
Methods: The Detective Competition,探案法：侦探大赛,
,怪物猎人XX Switch Ver.,モンスターハンターダブルクロス Nintendo Switch Ver.
,守护英雄HD,ガ-ディアンヒ-ロ-ズ
Rocco's Island: Ring to End the Pain,罗科岛：结束痛苦的铃声,
Blood Rayne,吸血莱恩,
Sea of Stars,星之海,
Warcraft: Orcs And Humans,魔兽争霸：人类与兽人,
Shinobi,忍,
Alpha Kimori™ 1,阿尔法木森：毫无把握第一部,
Funk Of Titans,疯克泰坦,
,数码宝贝故事：赛博侦探 黑客记忆,デジモンストーリー サイバースルゥース ハッカーズメモリー
Lords of Xulima,叙利玛领主,
,维斯塔利亚传说 亡国骑士与星辰巫女,ヴェスタリアサーガ 亡国の騎士と星の巫女
Fearful Symmetry & The Cursed Prince,孪生幽灵：被诅咒的王子,
,如龙 终焉,龍が如く OF THE END
Shop Titans,传奇商店：经营与打造,
Divinia Chronicles: Relics of Gan-Ti,蒂维妮娅编年史：甘缇遗物,
Longvinter,朗文特岛,
Kissbell,亲吻铃音,
first escape~,異住 ~,
FreeStyle Street Basketball,街头篮球,
Captain Clark Adventures,克拉克船长的冒险,
Doomsday cycle,末日循环,
,结城友奈是勇者 树海的记忆,結城友奈は勇者である 樹海の記憶
Minecraft: Story Mode,我的世界：故事模式,
Brookhaven,布鲁克海文,
Relics Dark Hours,文物：黑暗的时间,
Viking Saga: The Cursed Ring,维京传奇:被诅咒的戒指,
Running on Magic,魔法疾奔,
The Solitaire Conspiracy,苏立泰尔的阴谋,
Dark Raider,暗袭者,
CSI：New York,犯罪现场调查：纽约,
Victory and Glory: Napoleon,胜利与荣耀：拿破仑,
Dark Reign：The Future of War,黑暗王朝：未来战争,
,创造职业球会！欧洲冠军杯,プロサッカークラブをつくろう！ヨーロッパチャンピオンシップ
Tactical Monsters Rumble Arena,斗兽战棋,
Fill & Cross Pirates Riddles 3,海盗数图3,
Cabelas Dangerous Hunts 2,坎贝拉危险狩猎2,
One Late Night: Deadline,某日深夜：最后期限,
KOEWOTAYORINI,声之寄托,
Gas Guzzlers Extreme,燃油机车：极限版,
Heavy Storm Shadow:Prologue,重装岚影：序章,
Mario Party 9,马里奥聚会9,
RefRain -prism memories-,克制：棱镜回忆,
Heroes of Might and Magic,魔法门之英雄无敌,
TOUHOU BLOOMING CHAOS 2,东方华彩乱战2,
Gods：Lands of Infinity,女神转生：无尽的大地,
Silent Storm: Sentinels,寂静风暴：哨兵,
Train No. 7,第七号列车,
Jigsaw World Tour 2,世界巡回拼图2,
Horizon Zero Dawn,地平线 零之曙光,
My Beautiful Paper Smile,完美世界大逃亡,
Tenchi o Kurau 6,吞食天地6诸葛孔明传,
Mushroom Wars,蘑菇战争,
Goodbye Volcano High,再见火山高校,
Ray's The Dead,僵尸阿瑞,
Drift Streets Japan,午夜漂移：日本,
Switch Galaxy Ultra,极速空间星系：终极版,
Little Misfortune,小厄运,
Pixeljunk Monsters Ultimate HD,像素垃圾妖怪终极版 HD,
Chibiwa,切比瓦,
Doraemon Rich,哆啦A梦大富翁,
Hello World,你好 世界,
300 Dwarves,矮人300守卫战,
Wooden House,木屋,
Fantastical Mystery ADV : Ultimate Jumbo Jet Murder Case,妄想推理アドベンチャー　アルティメットジャンボジェット殺人事件,
Rugby Challenge 4,橄榄球挑战4,
Tale of Maledict,被诅咒的传说,
Ash of Gods：Redemption,诸神灰烬 救赎,
Pro Evolution Soccer 2016,实况足球 2016,
Port Royale,海商王,
Koi Farm,锦鲤养殖场,
BorderZone,边界地带,
Smash Track Drifters,粉碎漂移,
Shinigami Oni,死神鬼,
We Were Here Forever,我们永远在这里,
Dreamscapes: The Sandman,幻景：睡魔,
Flower Fiesta,鲜花嘉年华,
Hegemonia: The Solon Heritage,霸权：埃伦的遗产,
KILL la KILL -IF,斩服少女：异布,
Splinter Cell Conviction,细胞分裂5：断罪,
Sina Run,西娜快跑,
Bloodroots,血根,
Mystery Case Files: Dire Grove,神秘视线 恐怖丛林,
nKPro Racing,NKpro专业赛车,
Fallen World,堕落的世界,
Army Ranger: Mogadishu,反恐特遣队：摩加迪沙冲突,
Extreme Mountain Biking,山地自行车大赛,
Angvik,昂维克,
Falcon 4.0,捍卫雄鹰4.0,
Kemonomichi: White Moment,野兽之道：白色瞬间,
Feelings Adrift,情感漂泊,
Who dies first,看谁先死,
The Jolly Gangs Misadventures in Africa,欢乐帮的非洲冒险,
The Twin Heroes 2,新绝代双骄2,
suitsumekhaiyukunopianodoroido,水没廃墟のピアノドロイド,
Escape from Tarkov,逃离塔科夫,
Hell of Sins: soul,罪狱：soul,
Lume,爷爷的灯光,
Baba Yaga,巴巴亚嘎,
Wily Beast and Weakest Creature,东方鬼形兽,
Sonic Rush,索尼克冲击,
Little Nightmares: The Residence,小小梦魇：第三章,
Gunsmith,军械工人,
Bear With Me Collector's Edition,Bear With Me收藏版,
Scarlett Mysteries: Cursed Child,猩红秘传：被诅咒的孩子,
Meteor World Actor: Badge Dagger,流星世界演绎者：Badge Dagger,
Metal Gear Solid V: The Phantom Pain,潜龙谍影5：幻痛,
Brave Tank Hero,英勇坦克英雄,
ITORAH,伊多拉,
Tank girls,战车少女,
"Save her, from dreams",妻子的噩梦,
Judge Dee: The City God Case,神探狄仁杰：城隍案,
Forza Motorsport 5,极限竞速5,
,心跳回忆 Girl's Side 4th Heart,ときめきメモリアル Girl's Side 4th Heart
Darkblood Chronicles,暗血编年史,
Little Nightmares 2,小小梦魇2,
Wing Commander: Prophecy,银河飞将：神谕,
Spooky's House of Jump Scares,吓一跳的幽灵屋,
,圣剑传说 玛娜传奇 高清重制版,
Red Wings: Aces of the Sky,红翼：空战王牌,
The Flock,族群,
SBK X: Superbike World Championship,世界超级摩托车锦标赛10,
Nekketsu Inou Bukatsu: Trigger Kiss,热血异能部活谭 Trigger Kiss,
Territory,领地,
The Jackbox Party Pack 3,杰克盒子的派对游戏包3,
Garden Dash,美女花园,
Here They Lie,这里有鬼,
Cosmic League,宇宙联盟,
Cooking Simulator,烹饪模拟器,
Ge Zi Xian Xia Xing,格子仙侠行,
Apparition,幽灵幻影,
Shadowhand,暗影之手,
Drawn to Death,画到死,
DISTRAINT 2,扣押2,
Strayed Lights,末光,
Adventure Time: The Secret of the Nameless Kingdom,探险活宝 无名王国的秘密,
Battlezone,战区,
Rake,耙子,
Stranded Deep,深海搁浅,
Airmen,飞行员,
Defender's Quest: Valley of the Forgotten,守护者冒险：遗忘山谷,
Dragon Quest II: Luminaries of the Legendary Line,勇者斗恶龙2 恶灵之神,
Axiom Verge 2,公理边缘2,
Rich 4,大富翁4,
Sons of Triskelion,三臂铁人之子,
Dual Gear,双重机甲,
,降妖散记,
Slipstream,滑流漂移,
Monster Boy And The Cursed Kingdom,怪物男孩与被诅咒的王国,
Juiced,极品醉车,
Jazz Jackrabbit 2,爵士兔2,
,魔界战记3,魔界戦記ディスガイア3
Da Ming Chuan Qi,大明传奇,
Martial Kingdoms 2,天下霸图2,
Fight of Animals,动物之战,
Noita,女巫,
Pro Wrestling Simulator,职业摔跤模拟器,
Kill The Plumber,杀死马里奥,
Ballpoint Universe - Infinite,圆珠笔宇宙：无限,
Mimana Iyar Chronicle,水之魔石,
CloudLand,云梦,
Crysis warhead,孤岛危机：弹头,
Bullet Sorrow VR,子弹之殇VR,
Human Resources,人类资源,
Mail Time,邮件时间,
,妖怪手表破坏者2 秘宝传说BanBaLaYa,妖怪ウォッチバスターズ2 秘宝伝説バンバラヤー
Road Construction Simulator,道路建筑模拟,
Epic Palace : Knossos,史诗宫殿：克诺索斯,
Achtung! Cthulhu Tactics,危机！克苏鲁战略,
Mystery Trackers：The Void,神秘追踪者：虚空,
Shift Happens,移形换位,
Holiday Jigsaw Easter 2,复活节假日拼图2,
GhostControl Inc,幽灵控制公司,
The Final Station,最后一站,
1701.A.D.,大航海：纪元1701,
Cruel Games: Red Riding Hood,残酷游戏：小红帽,
Wolfenstein Cyberpilot,德军总部：网络骑兵,
Mercenaries 2: World in Flames,雇佣兵2 战火纷飞,
Last Dream: World Unknown,最后的梦想: World Unknown,
Heaven,天堂,
Destiny 2,命运2,
,梦幻俱乐部,ドリームクラブ
Three Kingdoms Story,三国立志传,
Caveman World: Mountains of Unga Boonga,穴居人世界：联合加纳之山,
APOX,末日乱战,
I Am The Hero,英雄就是我,
Dishonored 2,羞辱2,
A Few Days Left,将死之日,
,生物作成 创造,いきものづくり クリエイトーイ
WESTSLINGERS,西部投石者,
PC Building Simulator,装机模拟器,
"meinv,yingjiebuxia","美女,应接不暇",
Amazing Princess Sarah,神奇公主莎拉,
Wow!!Sango Story,报数！三国演义,
Driving Simulator 2011,模拟驾驶2011,
2064: Read Only Memories,2064:存储大战,
Mario Kart 8 Deluxe,马力欧赛车8 豪华版,
Red Orchestra 2：Rising Storm,红色管弦乐队2：风起云涌,
Ark of Loif,卢伊夫方舟,
Below,地下,
Christmas Wonderland 5,圣诞仙境5,
Incredipede,眼球小怪变形记,
Citizens of Earth,地球公民,
Angels of Death,杀戮天使,
Human Element,人类元素,
Arms Evolution: ZOMBIE DESTROYER,超武进化：丧尸毁灭者,
Neptunia Shooter,海王星射击,
Mordheim: Warband Skirmish,莫德海姆 战团冲突,
Guts and Glory,死亡独轮车3D,
LightFish,发光鱼,
Cave Story's Secret Santa,洞窟物语 秘密圣诞老人,
ASTRAL CHAIN,异界锁链,
ARIA CHRONICLE,艾莉亚纪元战记,
Barbie and the Magic of Pegasus,芭比娃娃与飞马魔法,
Farming Simulator 20,模拟农场20,
GROUND BRANCH,地面部队,
Iron Harvest,钢铁收割,
Depths of Fear：Knossos,恐惧深渊：克诺索斯,
The Evil Within 2,恶灵附身2,
Seasons of the Samurai,武士的季节,
Blast Zone!Tournament,爆炸地带！锦标赛,
Lost Secrets: November 1963,丢失的秘密：1963年11月,
Devil's Third,恶魔三人组,
BloodBornePSX,血源PSX,
Ye Xue Bing Jiao,夜雪冰娇,
Ultra Hat Dimension,超级帽子维度,
Farm Machines Championships 2014,农机锦标赛2014,
Tannenberg,坦能堡,
Homeworld Remastered Collection,家园：高清重制版合集,
Garden Story,花园故事,
,让我们敲打,レッツタップ
Royal Envoy: Campaign for the Crown,皇家特使3：王位争夺战,
Devour,吞食,
ODD Society,怪异社区,
Skirmish Line,冲突前线,
PuppetShow 7: The Price of Immortality,木偶秀7：永生的代价,
Army Men: Sarge's War,玩具兵大战：萨基战争,
Prince of Qin,秦殇,
Toy Soldiers: Cold War,玩具士兵 冷战,
Command & Conquer: Rivals,命令与征服 宿敌,
Invisible Mind,未知意识,
E.X. Troopers,终极军团,
Mortal Online 2,凡间在线2,
Sea of Lies：Nemesis,谎言之海：复仇,
Madam Extravaganza's Monster Emporium,怪兽夫人狂想曲,
The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut,超世纪战警：逃离屠夫湾,
DJ MAX PORTABLE,DJMAX 携带版,
Baldur's Gate 3,博德之门3,
Ford Racing 2,福特赛车2,
Airport Tycoon 3,机场大亨3,
Final Fantasy XII,最终幻想12,
Start the Party!,派对总动员,
XIANGMO,御天降魔传,
Time Mysteries: Inheritance,时间之谜：遗产,
Star Wars: The Phantom Menace,星球大战前传：魅影危机,
Blade Runner 9732,银翼杀手9732,
Simple Sanguo,简易三国志,
,斯隆与马克贝尔的谜之物语2,スローンとマクヘールの謎の物語2
The Weird Dream,异幻之梦,
Lifeslide,纸飞机模拟器,
Phantasmat: The Dread of Oakville,幻象4：奥克维尔的恐惧,
Millennium 2：Take Me Higher,千年2：带我高飞,
Lemma,引理,
,智龙迷城 黄金,パズドラGOLD
Ice Age:Scrat’s Nutty Adventure,冰川时代：斯克莱特的疯狂冒险,
Carnivores 2,食肉动物2,
MotorStorm Complete,机车风暴 完全版,
"Bury Me, My Love",将我埋葬，我的爱,
,推拉 快乐大陆,引ク出ス ヒッパランド
The Collider 2,能量对撞2,
Unsung Story,湮灭传说,
Projection: First Light,投影：第一道光,
Oceanhorn: Monster of Uncharted Seas,海之号角：神秘海怪,
Streamer Daily,主播模拟器,
Ratchet & Clank: All 4 One,瑞奇与叮当 四位一体,
Vital Device,危星任务,
Roaming Fortress,漫游军团,
Dead Head Fred,死人头弗雷德,
Red Game Without A Great Name,一个没有好名字的红色游戏,
Blacklight: Retribution,黑光：惩罚,
Crypto Against All Odds,加密货币：披荆斩棘,
Chaos Coming,混沌将至,
Magic Patrol Envoy,魔法巡逻使,
Inkighter,都广丹青录,
BioShock Infinite,生化奇兵：无限,
Godrop:Prologue,宇宙魔弹哥卓普：序章,
Nuclear Contingency,核应急,
Hegemony: Philip of Macedon,霸权：马其顿的菲利普,
Armada 2526,无敌舰队2526,
Viridi,肉肉,
Parking Driver,停车老司机,
Ys: The Oath in Felghana,伊苏：菲尔盖娜之誓约,
Shadows on the Vatican：Act II Wrath,梵蒂冈的阴影：第二章-愤怒,
FOG OF CAGE,迷禁,
Starry Sky Railroad,星空列车与白的旅行,
Huntdown,暴徒猎手,
Rhythm game with that song listened in the video,動画で聞くあの曲でリズムゲーム,
Puppies vs Undead,小狗大战亡灵,
miniBONG,嘣境回收战,
DYSCHRONIA:Chronos Alternate - Dual Edition,虚时异境：迷离时空 双重版,
BPM: BULLETS PER MINUTE,BPM：每分钟子弹数,
The Pirate: Caribbean Hunt,海盗：加勒比海亨特,
BROK the InvestiGator,私家侦探布罗格,
Cabelas Big Game Hunter 2005,坎贝拉猎人2005,
inFAMOUS,声名狼藉,
Natalie Brooks Bundle,纳塔莉布鲁克斯游戏合集,
Microsoft Combat Flight Simulator 3：Battle of Britain,微软模拟战斗飞行3：英伦之战,
God of War 3 Remastered,战神3 重制版,
Don't Be Afraid,不要害怕,
Ancient Conquest,远古争霸战,
Football Generation,足球世代,
uWordSmith,U单词史密斯,
Earn to Die 2,死亡战车2,
Re:LieF,献给亲爱的你,
Outcast - Second Contact,时空英豪：二度接触,
Street Outlaws 2: Winner Takes All,街头飙车族2：赢家通吃,
Red Wings: American Aces,红色翅膀：美国王牌,
Ratropolis,夜间城邦,
Raiden Legacy：The Return,雷电传奇：归来,
Cosmic DJ,动漫DJ,
The Jackbox Party Pack 5,杰克盒子派对游戏包5,
Endless Space: Disharmony,无尽空间：冲突,
Home,家,
Digger Simulation,挖掘机模拟,
Castle Heist: Chapter 1,夺城：第一章,
Kio's Adventure,kio的人间冒险,
Call of Duty: Black Ops IIII,使命召唤 黑色行动4,
,心灵战争-风云再起,
Tahira: Echoes of the Astral Empire,塔希拉 星界帝国的回声,
Nancy Drew：Tomb of the Lost Queen,南茜朱尔：失落女王之墓,
,火影忍者博人传 新忍出击,NARUTO TO BORUTO シノビストライカー
THE DARK PICTURES: THE DEVIL IN ME,黑相集：心中魔,
Flesh Eaters,食肉者,
Kane & Lynch: Dead Men,夺命双雄,
Uncharted 4: A Thief's End,神秘海域4：盗贼末路,
Fable: The Lost Chapters,神鬼寓言 失落之章,
Super Mega Bob,超级鲍勃,
Zombie Scream,绝叫死人,
Edge,边缘,
20 Minutes Till Dawn,黎明前20分钟,
Jane's Attack Squadron,简氏攻击中队,
Clustertruck,卡车跑酷,
Simulator Of A Person Who Is Taking Online Course To Study How To Lose Weight,一个正在上网课学习如何减肥的人的模拟器,
Chambers of Devious Design,邪恶巢穴设计师,
Dropsy,多普希,
Real Heroes: Firefighter 3D,火场英雄 消防队员,
Ten Desires,东方神灵庙,
Pixel Puzzles 2: Birds,像素解谜2：鸟,
Outlast,逃生,
Paper Bride 5 Two Lifetimes,纸嫁衣5来生戏,
Sega Rally Revo,世嘉拉力进化,
Woolfe - The Red Hood Diaries,小红帽复仇记 Woofle,
Drawn：The Painted Tower,谜画之塔,
Order from Caos 2,混沌2,
,侍魂 天下一剑客传,サムライスピリッツ 天下一剣客伝
Runestone Keeper,符石守护者,
,希德与陆行鸟的不可思议迷宫 忘却时间的迷宫+,シドとチョコボの不思議なダンジョン 時忘れの迷宮DS+
Puyo Puyo eSports,魔法气泡 eSports,
Forts,进击！要塞！,
ALFA Antiterror,阿尔法反恐部队,
GiAnt,蚂蚁大兵,
Civilization Beyond Earth,文明：太空,
Unmechanical,非机械城,
Black Datura & Red Goat,黑色花与红山羊,
DAEMON x MACHINA,机甲战魔,
Incantation,咒,
Deranged Rabbits,疯狂的兔子,
Destroy All Humans! 2 - Reprobed,毁灭全人类2：Reprobed,
Evolva,基因战士,
Guilty Me,有罪的我,
Diner Dash: Hometown Hero,美女餐厅：家乡英雄,
Starlight Inception,星光开端,
,先驱Harbingers: 末日中的无尽战争,
Persephone,珀尔塞福涅,
Hidden Through Time,跨时空隐藏,
Fruit Ninja Kinect,水果忍者Kinect,
Zone of the Enders: Anubis Mars,终极地带MARS,
Diablo IV,暗黑破坏神4,
Super Mega Baseball: Extra Innings,超级棒球:加时赛,
,如龙 极2,龍が如く 極2
Dissidia 012 Final Fantasy,最终幻想 012 纷争,
The Inner World - The Last Wind Monk,内心世界：最后的风之僧侣,
Hex Rally Racers,速爆魔女,
Absolute Terror,绝对恐怖,
Macabre Mysteries: Curse of the Nightingale,惊恐怪谜：夜莺之咒,
Pufus Spiral Adventures Around the World,小企鹅大冒险之环游世界,
Lingyao Garden,虚空灵药园,
Dark Train,暗黑列车,
SpeedRunners,极速奔跑者,
Fat Prisoner Simulator 3,胖子囚犯模拟器3,
KAMI,神折纸,
,黄金梦想曲X,
Moto GP 3,摩托GP 3,
Nova-111,新星-111,
The Bard's Tale 4,新冰城传奇4,
Secret Trails：Frozen Heart,秘密小径：冰封之心,
Elon's Dream 2,艾伦的梦想2,
Rusted Warfare,铁锈战争,
Friday Night 3D Bowling,周末保龄球,
270 | Two Seventy US Election,270美国大选,
Journey to the West Survivor,西游幸存者,
Moto Racer 2,摩托英豪2,
FPS Tactics,FPS战术,
Princess Maker 3 Faery Tales Cometrue,美少女梦工厂3：梦幻妖精,
Omegalodon,我的怪物末日,
Achron,时空战争,
System Shock Remastered,网络奇兵 重制版,
,英雄幻想,ヒーローズファンタジア
King Oddball,古怪之王,
Guild Wars 2: Path of Fire,激战2 烈焰征途,
,富甲天下W,
Ceres,谷神星,
Runbow,跑彩虹,
Brave Company,勇者派遣会社,
XIII,杀手十三,
You must be 18 or Older to Enter,未满18岁请勿进入,
Paper Beast,纸兽,
Invincible Knight,逆转骑士,
Photo Genic,明星之梦,
Akuma：Demon Spawn,阿喀玛：恶魔之子,
Crazy Robot - One Hundred Ways,疯狂机械：一百种方式,
Hookbots,钩子机器人,
Stormworks: Build and Rescue,风暴工程 建筑与救援,
MotoGP 14,世界摩托大奖赛14,
Sanguo Dragon,三国群雄传之卧龙与凤雏,
Rapture Rejects,极乐地狱,
,Konami街机合集,コナミ アーケード コレクション
Assault Android Cactus,卡图斯进击的机器人,
The Mission 1937,1937特种兵：敌后武工队,
Galcon Legends,银河输送站传奇,
Superliminal,超阈限空间,
CONV/RGENCE: A League of Legends Story,聚点危机：英雄联盟外传,
CHUCHEL,脸黑先生,
Deus Ex: Breach,杀出重围：缺口,
Draw Rider,涂鸦骑士,
BQM Block Quest Maker,砖块迷宫建造者,
Idle Dungeon,放置地下城,
Demon Seals,镇魔曲,
,任天堂明星大乱斗X,
The Evil Within,恶灵附身,
Death Rally,死亡拉力赛,
HYPERCHARGE: Unboxed,超级冲锋：开箱,
DCS World Steam Edition,数字战斗模拟：世界,
Fate,黑暗史诗,
,真·三国无双 Online Z,
Hidden Expedition：Amazon,秘密探险：亚马逊探险,
Hegemony III: Clash of the Ancients,霸权3：远古的冲突,
Cosmic Top Secret,宇宙绝密,
Madballs in Babo: Invasion,疯狂球巴布：入侵,
Bejeweled,宝石迷阵,
Men of War II,战争之人2,
Uppers,顶点之人,
Dungeons：The Dark Lord,地下城：黑暗领主,
MODERN NAVAL COMBAT,现代水面作战,
Lucky Star,窈窕美眉之百分百女孩,
Nimbus INFINITY,光轮无限,
Gundam Breaker 2,高达破坏者2,
Pixel Puzzles Ultimate,终极像素拼图,
,马力欧网球64,マリオテニス64
The Wanderer,漫游者,
Project Winter,冬日计划,
,神业,
Crisis Wing,危机之翼,
War of the gods,洪荒：我挂机成圣,
New Danganronpa V3,新弹丸论破V3,
Crayola Scoot,绘彩疾驰,
Imhotep Pyramid Builder,金字塔建造,
Chicken Invaders 4：Ultimate Omelette,小鸡入侵者4：终极煎蛋,
American Conquest: Divided Nation,征服美洲：分裂的国家,
,SD高达G世纪DS,SDガンダム Gジェネレーション DS
Pathless Woods,无径之林,
The Dwarf Run,矮人之旅,
Unruly Hero,非常英雄,
Chicken Invaders 5: Cluck of the Dark Side,小鸡入侵者5：克拉克之暗面,
Fable Fortune,神鬼寓言 财富,
Shattered Origins Guardians of Unity,破碎起源：联合守卫者,
Mansions of Madness,疯狂诡宅,
The Tower,塔,
Deathsmiles,死亡微笑,
OXENFREE II: Lost Signals,奥森弗里2 消失的信号,
Destination: Treasure Island,目标：金银岛,
Dusk Diver2,酉闪町2：崑崙灵动,
You Suck at Parking,狂野泊车,
Under the Waves,碧波之下,
Silent Hill 4: The Room,寂静岭4：房间,
,十滴水,
Valor & Victory,勇气&胜利,
,薄樱鬼：随想录 追忆之花,
"Warhammer 40,000: Battle Sister",战锤40K：战斗姐妹,
Sam Glyph: Private Eye! Season One,山姆吉福：私家侦探第一章,
Dominions 5: Warriors of the Faith,神域5 勇士信仰,
Valkyrie Drive: Bhikkhuni,女武神驱动：比丘尼,
Jaws Of Extinction,绝灭之爪,
,加油！大盗五右卫门！东海道中 大江户天狗归还之卷,がんばれゴエモン 東海道中 大江戸天狗り返しの巻
Dungeonbowl - Knockout Edition,地牢橄榄球,
Lords of the Black Sun,黑色太阳的领主,
Vroom in the night sky,飞天摩女,
Garlic Builder,蒜什么建造师,
Neverwinter Nights: Hordes of the Underdark,无冬之夜：幽城魔影,
Nostos,故土,
Infectonator: Survivors,传染恐慌：幸存者,
Dracula 5：The Blood Legacy,吸血鬼德古拉5：沾血的遗产,
Iris and the Giant,爱丽丝与巨人,
The Jackbox Party Pack 8,杰克盒子派对游戏包8,
FullBlast,极限爆炸,
Deep Treasure,深层宝藏,
Dominions 5:Warriors of the Faith,领土之战5：勇士信仰,
Henry The Hamster Handler,仓鼠管理者亨利,
Canyon Capers,峡谷跳跃,
ZOMBII ATTACK,僵尸来袭,
Hindsight,后见之明,
Might and Magic V: Darkside of Xeen,魔法门5：黑暗星云,
Raining Blobs,下雨的斑点,
Reigns: Her Majesty,王权 女王陛下,
Trivial Pursuit Unhinged,棋盘游戏,
Martial Arts Capoeira,武术：卡普埃拉,
Sam and Max: Season One,萨姆和马克斯：第一季,
Europa Universalis IV: Common Sense,欧陆风云4：常识,
Myths of Rules,文字规则怪谈,
planktOs,浮游生物,
,魔女与百骑兵2,魔女と百騎兵2
YOU DON'T KNOW JACK SPORTS,你不了解杰克SPORTS,
Samudai,武士猫,
Guitar Hero III: Legends of Rock,吉他英雄3 摇滚传奇,
Dyson Sphere Program,戴森球计划,
,徽章机器人8 甲虫版·锹形虫版,メダロット8 カブトVer.·クワガタVer
,战国BASARA3,
Borderlands: The Pre-Sequel,无主之地：前奏,
My Name is Mayo 2,我的名字叫蛋黄酱2,
Cyberpunk 2077,赛博朋克2077,
Titeuf: Mega Party,坏小子迪德夫：超级派对,
,修真大陆,
Makaimura Online,魔界村,
Anomaly 1729,异常1729,
Secret Files Tunguska,秘密档案：通古斯,
EVE: Gunjack,星战钢甲,
Leaf fragments,叶碎,
Qu Mei Jiao Hua,祛魅·教化,
Guacamelee! Super Turbo Championship Edition,墨西哥英雄大混战！超级涡轮冠军版,
Super Killer Hornet,超级杀人蜂,
NHRA Drag Racing Top Fuel Thunder,改装车大赛之终极装备,
The Insider,内幕,
City of God: Prison Empire,上帝之城：监狱帝国,
Dualsus,杜尔瑟斯,
,巫术 忘却的遗产,Wizardry ~忘却の遺産~
Lord of the Dark Castle,黑暗城堡领主,
Robo Recall,机器人召回,
Hot Tin Roof: The Cat That Wore a Fedora,热铁皮屋顶：戴帽子的猫,
I am on Fire,小小火神,
Ghost Member,幽灵部员,
King's Bounty：Dark Side,国王的恩赐：黑暗面,
RIDE 4,极速骑行4,
Backyard Sports：Sandlot Sluggers,后院运动：沙地强打者,
World Wrestling Federation Raw,WWF世界摔角联盟,
Qinfutianxia,琴覆天下,
,超级机器人大战OG 黑暗禁狱,スーパーロボット大战OG ダークプリズン
Brawl Stars,荒野乱斗,
Dungeon Village,冒险村物语,
Duel on Board,海上神枪手,
,蜀境传说-回合,
The Company Man,打工人,
Farm Tribe 2,农场部落2,
RouNiuYangZhiJiHua,肉牛养殖计划,
Sine Mora,不再犹豫,
Silent Hunter,猎杀潜航,
Miniland Adventure,迷你乐园,
Theatre of War 3: Korea,战场3：朝鲜,
King Of Darkchess,暗棋王,
Bear and Breakfast,熊与早餐,
Hidden Mysteries：Vampire Secrets,隐藏的秘密：吸血鬼的秘密,
Louisiana Adventure,路易斯安娜的大冒险,
Masterplan Tycoon,规划大师,
The Order of the Thorne - The King's Challenge,索恩的秩序：国王挑战,
DeMiriam Magic: Blueprint of Miracle,德·蜜莉安魔法：奇迹蓝图,
Assassin's Creed,刺客信条,
Battlefield: Bad Company 2,战地 恶人连2,
VOEZ,兰空,
Bound,舞之灵,
Slendy Tubbies 2,鬼畜天线宝宝2,
Transformers Universe,变形金刚：宇宙,
FAKE SIGNALS,伪信号,
Syberia 3,塞伯利亚之谜3,
The Saboteur,破坏者,
Age of Sail 2: Privateer's Bounty,航海世纪2：赏金船长,
Blitzkrieg: Total Challenge,闪电战：全面挑战,
Peaky Blinders: Mastermind,浴血黑帮：傀儡师,
The Cleaner,杀手,
LittleBigPlanet 3,小小大星球3,
Trine 2: Complete Story,三位一体2：完全故事,
Gang wars,黑帮大战,
WITHOUT YOU,没有你,
Wreckateer,人间大炮,
Altitude,飞机大乱斗,
One Hand Clapping,单手拍,
Edge of Twilight : Return To Glory,迟暮边际‭：重返荣耀,
Extraordinary: Immortal,非常调查局：不灭,
Hidden & Dangerous 2: Courage Under Fire,隐藏与危险2：烈火下的勇气,
TimeShift,飞跃时空,
The LEGO Movie 2 Videogame,乐高大电影2游戏版,
The Settlers 3,工人物语3,
Matchmaker Agency,红娘社,
Mount & Blade： With Fire and Sword,骑马与砍杀：火与剑,
Hogwarts Legacy,霍格沃茨之遗,
The Case of the Golden Idol,黄金神像案,
Pokémon Ruby and Sapphire,宝可梦 红宝石/蓝宝石,
The Talos Principle VR,塔罗斯法则VR,
NEKO-NIN exHeart 2,猫忍之心2,
One Last Chance,最后一次机会,
,真流行之神3,真流行り神3
Yumeutsutsu Re:Master,梦现Re:Master,
SHOFER Race Driver,豪车竞速,
Interlude,间奏曲,
Lost In Fantaland,迷失幻途,
PixelJunk shooter Ultimate,像素垃圾射手 终极版,
